4cu_qrup
year;university;major;branch;language;study_form_symbol;main_min_score;main_competition_score;has_subbakalavr;sub_min_score;sub_competition_score
2022-2023;Naxçıvan Dövlət Universiteti;İctimai səhiyyə;;Azerbaijani;Ə;546.5;554.9;NO;;
2022-2023;Naxçıvan Dövlət Universiteti;Stomatologiya;;Azerbaijani;Ə;565.8;570.6;NO;;
2022-2023;Naxçıvan Dövlət Universiteti;Tibb;;Azerbaijani;Ə;569.4;614.6;NO;;
2022-2023;Naxçıvan Müəllimlər İnstitutu;Biologiya müəllimliyi;;Azerbaijani;Ə;200.0;;NO;;
2022-2023;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);Biologiya;;Azerbaijani;Ə;200.0;;YES;87.9;
2022-2023;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);Ekologiya;;Azerbaijani;Ə;150.0;;YES;82.8;91.2
2022-2023;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);Ekologiya;;Azerbaijani;Q;150.0;235.2;YES;93.0;93.0
2022-2023;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);Bağçılıq və tərəvəzçilik;;Azerbaijani;Ə;150.0;198.7;NO;;
2022-2023;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);Baytarlıq təbabəti;;Azerbaijani;Ə;150.0;151.9;YES;69.4;69.4
2022-2023;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);Baytarlıq təbabəti;;English;Ə;173.7;173.7;NO;;
2022-2023;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);Bitki mühafizəsi;;Azerbaijani;Ə;150.0;153.8;NO;;
2022-2023;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);Bitki mühafizəsi;;Azerbaijani;Ə;150.0;161.3;NO;;
2022-2023;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);Su bioehtiyatları və akvakultura;;Azerbaijani;Ə;150.0;167.4;NO;;
2022-2023;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);Əczaçılıq;;Azerbaijani;Ə;200.0;213.2;YES;51.0;
2022-2023;Gəncə Dövlət Universiteti;Biologiya müəllimliyi;;Azerbaijani;Ə;200.0;365.7;NO;;
2022-2023;Gəncə Dövlət Universiteti;Kimya müəllimliyi;;Azerbaijani;Ə;200.0;508.8;NO;;
2022-2023;Gəncə Dövlət Universiteti;Kimya və biologiya müəllimliyi;;Azerbaijani;Ə;200.0;370.7;NO;;
2022-2023;Gəncə Dövlət Universiteti;Kimya və biologiya müəllimliyi;;Azerbaijani;Ə;200.0;445.3;NO;;
2022-2023;Gəncə Dövlət Universiteti;Psixologiya;;Azerbaijani;Ə;209.6;397.6;NO;;
2022-2023;Gəncə Dövlət Universiteti;Biologiya;;Azerbaijani;Ə;200.0;351.3;YES;92.5;
2022-2023;Gəncə Dövlət Universiteti;Ekologiya;;Azerbaijani;Ə;181.2;201.9;NO;;
2022-2023;Gəncə Dövlət Universiteti;Kimya;;Azerbaijani;Ə;200.0;277.3;NO;;
2022-2023;Azərbaycan Texnologiya Universiteti;Ekologiya;Gəncə filialı;Azerbaijani;Ə;150.0;;YES;80.8;92.8
2022-2023;Azərbaycan Texnologiya Universiteti;Ekologiya;Gəncə filialı;Azerbaijani;Q;150.0;;YES;92.9;92.9
2022-2023;Sumqayıt Dövlət Universiteti;Biologiya müəllimliyi;;Azerbaijani;Ə;240.6;;NO;;
2022-2023;Sumqayıt Dövlət Universiteti;Kimya müəllimliyi;;Azerbaijani;Ə;240.9;387.6;NO;;
2022-2023;Sumqayıt Dövlət Universiteti;Kimya və biologiya müəllimliyi;;Azerbaijani;Ə;253.5;432.1;NO;;
2022-2023;Sumqayıt Dövlət Universiteti;Psixologiya;;Azerbaijani;Ə;269.3;401.3;NO;;
2022-2023;Sumqayıt Dövlət Universiteti;Psixologiya;;Azerbaijani;Q;231.5;;NO;;
2022-2023;Sumqayıt Dövlət Universiteti;Biologiya;;Azerbaijani;Ə;249.3;336.0;NO;;
2022-2023;Sumqayıt Dövlət Universiteti;Ekologiya;;Azerbaijani;Ə;229.8;237.1;NO;;
2022-2023;Sumqayıt Dövlət Universiteti;Kimya;;Azerbaijani;Ə;307.1;307.1;NO;;
2022-2023;Mingəçevir Dövlət Universiteti;Kimya müəllimliyi;;Azerbaijani;Ə;200.0;;NO;;
2022-2023;Mingəçevir Dövlət Universiteti;Ekologiya;;Azerbaijani;Ə;150.0;208.2;YES;80.1;91.1
2022-2023;Mingəçevir Dövlət Universiteti;Ekologiya;;Azerbaijani;Q;150.0;;YES;91.1;91.1
2022-2023;Lənkəran Dövlət Universiteti;Kimya və biologiya müəllimliyi;;Azerbaijani;Ə;200.0;379.8;NO;;
2022-2023;Lənkəran Dövlət Universiteti;Ekologiya;;Azerbaijani;Ə;150.0;233.9;YES;78.5;
2022-2023;Lənkəran Dövlət Universiteti;Ekologiya;;Azerbaijani;Q;150.0;;YES;90.8;91.2
2022-2023;Lənkəran Dövlət Universiteti;Bağçılıq və tərəvəzçilik;;Azerbaijani;Ə;150.0;170.6;NO;;
2022-2023;Lənkəran Dövlət Universiteti;Baytarlıq təbabəti;;Azerbaijani;Ə;150.0;153.0;YES;67.3;67.3
2022-2023;Lənkəran Dövlət Universiteti;Bitki mühafizəsi;;Azerbaijani;Ə;150.0;182.7;NO;;
2022-2023;Azərbaycan Kooperasiya Universiteti;Ekologiya;;Azerbaijani;Ə;150.0;225.4;YES;92.5;92.5
2022-2023;Azərbaycan Kooperasiya Universiteti;Ekologiya;;Azerbaijani;Q;150.0;;YES;94.7;94.9
2022-2023;Qərbi Kaspi Universiteti;Psixologiya;;Azerbaijani;Ə;356.9;399.9;NO;;
2022-2023;Qərbi Kaspi Universiteti;Psixologiya;;Azerbaijani;Q;200.0;;NO;;
2022-2023;Qərbi Kaspi Universiteti;Biologiya;;Azerbaijani;Ə;329.0;336.4;NO;;
2022-2023;Qərbi Kaspi Universiteti;Ekologiya;;Azerbaijani;Ə;161.1;207.8;NO;;
2022-2023;Qərbi Kaspi Universiteti;Su bioehtiyatları və akvakultura;;Azerbaijani;Ə;185.0;185.0;NO;;
2022-2023;Xəzər Universiteti;Biologiya müəllimliyi;;Azerbaijani;Ə;259.4;360.6;NO;;
2022-2023;Xəzər Universiteti;Kimya müəllimliyi;;Azerbaijani;Ə;239.6;382.7;NO;;
2022-2023;Xəzər Universiteti;Kimya və biologiya müəllimliyi;;Azerbaijani;Ə;293.1;368.7;NO;;
2022-2023;Xəzər Universiteti;Psixologiya;;English;Ə;488.1;;NO;;
2022-2023;Xəzər Universiteti;Baytarlıq təbabəti;;Azerbaijani;Ə;218.5;218.5;NO;;
2022-2023;Bakı Qızlar Universiteti;Psixologiya;;Azerbaijani;Ə;200.0;476.6;NO;;
2022-2023;Bakı Qızlar Universiteti;Psixologiya;;Azerbaijani;Ə;253.8;412.1;NO;;
2022-2023;Bakı Qızlar Universiteti;Biologiya;;Azerbaijani;Q;200.0;;YES;92.6;
2022-2023;Bakı Qızlar Universiteti;Biologiya;;Azerbaijani;Ə;200.0;341.4;YES;92.0;
2022-2023;Bakı Qızlar Universiteti;Ekologiya;;Azerbaijani;Q;153.0;;NO;;
2022-2023;Bakı Qızlar Universiteti;Ekologiya;;Azerbaijani;Ə;191.8;233.3;NO;;
