5ci_qrup
year;university;major;branch;language;study_form_symbol;main_min_score;main_competition_score;has_subbakalavr;sub_min_score;sub_competition_score
2023-2024;Bakı Musiqi Akademiyası;İnstrumental ifaçılıq (tar, kamança, qanun, saz, balaban, zurna, tütək, ney, klarnet, qarmon, nağara);;Azerbaijani;Ə;66.7;92.2;NO;;
2023-2024;Bakı Musiqi Akademiyası;Musiqişünaslıq;;Azerbaijani;Ə;60.0;168.9;YES;68.9;
2023-2024;Bakı Musiqi Akademiyası;Popular musiqi və caz ifaçılığı (fortepiano, violı , fleyta, qoboy, klarnet, saksofon, gitara, akkordeon, truba, zərb alətləri, tar, kamança, qanun, saz, balaban, ney, zurna, tütək, qarmon, nağara, vokal);;Azerbaijani;Ə;68.2;117.2;NO;;
2023-2024;Bakı Musiqi Akademiyası;Vokal sənəti (xanəndəlik);;Azerbaijani;Ə;66.7;66.7;NO;;
2023-2024;Bakı Musiqi Akademiyası;Vokal sənəti (milli vokal);;Azerbaijani;Ə;60.0;84.4;YES;51.0;
2023-2024;Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti;Musiqi müəllimliyi (fortepiano, violı , fleyta, qoboy, klarnet, saksofon, gitara, akkordeon, truba, zərb alətləri, tar, kamança, qanun, saz, balaban, ney, zurna, tütək, qarmon, nağara, vokal);;Azerbaijani;Ə;79.4;96.1;NO;;
2023-2024;Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti;Təsviri incəsənət müəllimliyi;;Azerbaijani;Ə;129.5;129.5;NO;;
2023-2024;Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti;Aktyor sənəti;;Azerbaijani;Ə;83.9;89.2;NO;;
2023-2024;Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti;Dekorativ-tətbiqi sənət (bədii xalça, bədii toxuculuq);;Azerbaijani;Ə;97.2;143.2;NO;;
2023-2024;Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti;Dizayn (geyim dizaynı, interyer dizaynı, sənaye dizaynı, qrafik dizayn);;Azerbaijani;Ə;93.8;167.8;NO;;
2023-2024;Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti;İnstrumental ifaçılıq (klassik musiqi alətləri- fortepiano, violin, viola, gitara, klarnet, saksofon, zərb alətləri);;Azerbaijani;Ə;131.4;131.4;NO;;
2023-2024;Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti;İnstrumental ifaçılıq (xalq calğı alətləri ifaçılığı – tar, kamança, saz, qanun, nağara, balaban);;Azerbaijani;Ə;88.8;61.3;NO;;
2023-2024;Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti;Musiqişünaslıq;;Azerbaijani;Ə;60.0;78.9;YES;51.0;
2023-2024;Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti;Operator sənəti;;Azerbaijani;Ə;60.0;65.2;NO;;
2023-2024;Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti;Populyar musiqi və caz ifaçılığı (vokal);;Azerbaijani;Ə;79.0;119.1;NO;;
2023-2024;Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti;Qrafika;;Azerbaijani;Ə;88.1;117.2;NO;;
2023-2024;Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti;Rejissorluq;;Azerbaijani;Ə;60.0;93.3;NO;;
2023-2024;Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti;Rəngkarlıq;;Azerbaijani;Ə;124.1;149.5;NO;;
2023-2024;Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti;Vokal sənəti (xanəndə);;Azerbaijani;Ə;90.8;79.9;NO;;
2023-2024;Azərbaycan Dövlət Rəssamlıq Akademiyası;Təsviri incəsənət müəlliməyi;;Azerbaijani;Ə;130.9;130.9;NO;;
2023-2024;Azərbaycan Dövlət Rəssamlıq Akademiyası;Dekorativ-tətbiqi sənət (bədii xalça,bədii toxuculuq, bədii keramika və şüşə, bədii metal);;Azerbaijani;Ə;114.3;133.8;NO;;
2023-2024;Azərbaycan Dövlət Rəssamlıq Akademiyası;Dizayn (sənaye dizaynı, qrafik dizayn,geyim dizaynı, interyer dizaynı);;Azerbaijani;Ə;193.4;193.4;NO;;
2023-2024;Azərbaycan Dövlət Rəssamlıq Akademiyası;Heykəltəraşlıq;;Azerbaijani;Ə;60.0;64.8;YES;82.3;78.5
2023-2024;Azərbaycan Dövlət Rəssamlıq Akademiyası;Qrafika;;Azerbaijani;Ə;135.0;194.8;NO;;
2023-2024;Azərbaycan Dövlət Rəssamlıq Akademiyası;Rəngkarlıq;;Azerbaijani;Ə;151.1;151.1;NO;;
2023-2024;Bakı Xoreoqrafiya Akademiyası;İnstrumental ifaçılıq (fortepiano, tar, nağara, qarmon);;Azerbaijani;Ə;140.4;101.1;NO;;
2023-2024;Bakı Xoreoqrafiya Akademiyası;Xoreoqrafiya sənəti (klassik rəqs, modern rəqs, milli rəqs, baletmeyster, rəqs müəllimliyi);;Azerbaijani;Ə;30.0;58.9;YES;51.0;
2023-2024;Azərbaycan Dövlət Bədən Tərbiyəsi və İdman Akademiyası;Fiziki tərbiyə və çağrrışaqədərki hazırlıq müəllimliyi;;Azerbaijani;Ə;117.8;138.3;NO;;
2023-2024;Azərbaycan Dövlət Bədən Tərbiyəsi və İdman Akademiyası;Məşqçilik;;Azerbaijani;Ə;87.9;122.1;NO;;
2023-2024;Azərbaycan Dövlət Bədən Tərbiyəsi və İdman Akademiyası;Məşqçilik;;Azerbaijani;Q;85.7;122.1;NO;;
2023-2024;Naxçıvan Dövlət Universiteti;Fiziki tərbiyə və çağmşaqədərki hazırlıq müəllimliyi;;Azerbaijani;Ə;90.3;140.3;NO;;
2023-2024;Naxçıvan Dövlət Universiteti;Musiqi müəllimliyi (fortepiano, tar, kamança, nağara, qarmon, xor dirijoru, vokal);;Azerbaijani;Ə;60.0;100.5;NO;;
2023-2024;Naxçıvan Dövlət Universiteti;Təsviri incəsənət müəllimliyi;;Azerbaijani;Ə;93.4;128.0;NO;;
2023-2024;Naxçıvan Dövlət Universiteti;Məşqçilik;;Azerbaijani;Ə;79.5;125.5;NO;;
2023-2024;Naxçıvan Dövlət Universiteti;Məşqçilik;;Azerbaijani;Q;70.7;135.6;NO;;
2023-2024;Naxçıvan Dövlət Universiteti;Aktyor sənəti;;Azerbaijani;Ə;60.0;92.6;NO;;
2023-2024;Naxçıvan Dövlət Universiteti;Bəstəkarlıq;;Azerbaijani;Ə;60.0;106.9;NO;;
2023-2024;Naxçıvan Dövlət Universiteti;Dirijorluq (xalq çalğı alətləri orkestrinin dirijorluğu, xor dirijorluğu);;Azerbaijani;Ə;74.0;74.0;NO;;
2023-2024;Naxçıvan Dövlət Universiteti;İnstrumental ifaçılıq (tar, kamança,qanun, saz, balaban, qarmon, nağara);;Azerbaijani;Ə;60.0;75.5;YES;80.1;
2023-2024;Naxçıvan Dövlət Universiteti;İnstrumental ifaçılıq (fortepiano);;Azerbaijani;Ə;60.0;;NO;;
2023-2024;Naxçıvan Dövlət Universiteti;İnstrumental ifaçılıq (violin, viola, violonçel, kontrabas);;Azerbaijani;Ə;60.0;;NO;;
2023-2024;Naxçıvan Dövlət Universiteti;İnstrumental ifaçılıq (fleyta, qoboy, klarnet, saksofon, valtorna, truba, trombon);;Azerbaijani;Ə;60.0;;NO;;
2023-2024;Naxçıvan Dövlət Universiteti;Musiqişünaslıq;;Azerbaijani;Ə;60.0;124.6;NO;;
2023-2024;Naxçıvan Dövlət Universiteti;Musiqişünaslıq;;Azerbaijani;Q;60.0;138.3;YES;51.0;
2023-2024;Naxçıvan Dövlət Universiteti;Rəngkarlıq;;Azerbaijani;Ə;69.6;133.5;NO;;
2023-2024;Naxçıvan Dövlət Universiteti;Vokal sənəti (milli vokal, xanəndəlik);;Azerbaijani;Ə;60.0;95.1;NO;;
2023-2024;Naxçıvan Müəllimlər İnstitutu;Musiqi müəllimliyi (fortepiano, violin, tar, kamança, qarmon, nağara);;Azerbaijani;Ə;60.0;;NO;;
2023-2024;Naxçıvan Müəllimlər İnstitutu;Təsviri incəsənət müəllimliyi;;Azerbaijani;Ə;70.7;172.8;NO;;
2023-2024;Gəncə Dövlət Universiteti;Fiziki tərbiyə və çağırışaqədərki hazırlıq müəllimliyi;;Azerbaijani;Ə;113.8;138.3;NO;;
2023-2024;Gəncə Dövlət Universiteti;Musiqi müəllimliyi (fortepiano, violin, viola, violonçel, kontrabas, arfa, tar, kamança, saz, qanun, ud, tütək, zurna, balaban, fleyta, qoboy, klarnet, faqot, valfrna, truba, tuba, nağara, qoşa nağara, vokal, xanəndə);;Azerbaijani;Ə;84.4;95.1;NO;;
2023-2024;Gəncə Dövlət Universiteti;Təsviri incəsənət müəllimliyi;;Azerbaijani;Ə;96.6;123.6;NO;;
2023-2024;Gəncə Dövlət Universiteti;Məşqçilik;;Azerbaijani;Ə;86.8;123.7;NO;;
2023-2024;Gəncə Dövlət Universiteti;Məşqçilik;;Azerbaijani;Q;81.4;;NO;;
2023-2024;Azərbaycan Texnologiya Universiteti;Dizayn (sahələr üzrə);Gəncə şəhəri;Azerbaijani;Ə;76.5;80.0;NO;;
2023-2024;Lənkəran Dövlət Universiteti;Musiqi müəllimliyi (fortepiano, ,violin, tar, kamança, saz, qanun, qarmon, gitara, balaban, klarnet, nağara, vokal, musiqi nəzəriyyəsi, dirijorluq);;Azerbaijani;Ə;60.0;114.8;YES;51.0;
2023-2024;Lənkəran Dövlət Universiteti;Təsviri incəsənət müəllimliyi;;Azerbaijani;Ə;60.8;130.0;NO;;
2023-2024;Qərbi Kaspi Universiteti;Dizayn (sahələr üzrə);;Azerbaijani;Ə;68.2;;NO;;
2023-2024;Xəzər Universiteti;Təsviri incəsənət müəllimliyi;;Azerbaijani;Ə;69.1;124.1;NO;;
2023-2024;Xəzər Universiteti;Dizayn (sahələr üzrə, tədris ingilis dilində);;English;Ə;60.0;231.5;YES;51.0;
2023-2024;Xəzər Universiteti;Dizayn (interyer dizaynı, qrafik dizaynı, modelyer);;Azerbaijani;Ə;77.9;;NO;;
